priority,kind,slug,title_public,slug_path,html_status,pdf_status,html_units,pdf_pages,expected_pdf_pages,image_refs,data_assets,missing_images_count,unknown_data_assets_count,notion_meta,last_modified,local_state,issues,html_url,pdf_url
P3,handouts,cgm-caresens365,케어센스 365 연속혈당측정 안내 — 손가락 끝 한 방울로는 보이지 않는 것들,handouts/endocrine/cgm-caresens365/,200,200,1,1,1,3,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/endocrine/cgm-caresens365/,https://gwanggyo-barun.github.io/patient-education/output/handouts/cgm-caresens365.pdf
P3,handouts,fasting-glucose,아침 공복혈당이 높게 나오는 이유와 생활 관리,handouts/endocrine/fasting-glucose/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/endocrine/fasting-glucose/,https://gwanggyo-barun.github.io/patient-education/output/handouts/fasting-glucose.pdf
P3,handouts,hyperprolactinemia-protocol,프로락틴 상승 시 진료 프로토콜,handouts/endocrine/hyperprolactinemia-protocol/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/endocrine/hyperprolactinemia-protocol/,https://gwanggyo-barun.github.io/patient-education/output/handouts/hyperprolactinemia-protocol.pdf
P3,handouts,thyroid-nodule-followup,갑상선 결절 추적 안내 — K-TIRADS와 세침흡인검사 기준,handouts/endocrine/thyroid-nodule-followup/,200,200,1,1,1,5,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/endocrine/thyroid-nodule-followup/,https://gwanggyo-barun.github.io/patient-education/output/handouts/thyroid-nodule-followup.pdf
P3,handouts,antithrombotic-pre-endoscopy,항혈전제 복용자 내시경 전 상담표,handouts/endoscopy/antithrombotic-pre-endoscopy/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/endoscopy/antithrombotic-pre-endoscopy/,https://gwanggyo-barun.github.io/patient-education/output/handouts/antithrombotic-pre-endoscopy.pdf
P3,handouts,colonoscopy-prep,대장내시경 준비 안내문,handouts/endoscopy/colonoscopy-prep/,200,200,1,1,1,4,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/endoscopy/colonoscopy-prep/,https://gwanggyo-barun.github.io/patient-education/output/handouts/colonoscopy-prep.pdf
P3,handouts,egd-prep,위내시경(EGD) 검사 준비 안내문,handouts/endoscopy/egd-prep/,200,200,1,1,1,4,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/endoscopy/egd-prep/,https://gwanggyo-barun.github.io/patient-education/output/handouts/egd-prep.pdf
P3,handouts,glp1ra-pre-procedure,위고비·마운자로 사용 환자의 내시경·초음파 검사 안내,handouts/endoscopy/glp1ra-pre-procedure/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/endoscopy/glp1ra-pre-procedure/,https://gwanggyo-barun.github.io/patient-education/output/handouts/glp1ra-pre-procedure.pdf
P3,handouts,post-colonoscopy-clean,대장내시경 후 주의사항 (용종 없음·절제 없음),handouts/endoscopy/post-colonoscopy-clean/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/endoscopy/post-colonoscopy-clean/,https://gwanggyo-barun.github.io/patient-education/output/handouts/post-colonoscopy-clean.pdf
P3,handouts,post-colonoscopy,대장내시경 후 주의사항,handouts/endoscopy/post-colonoscopy/,200,200,1,1,1,2,0,0,0,disabled,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/endoscopy/post-colonoscopy/,https://gwanggyo-barun.github.io/patient-education/output/handouts/post-colonoscopy.pdf
P3,handouts,post-egd-biopsy,위내시경 후 주의사항 (조직검사·CLO 검사),handouts/endoscopy/post-egd-biopsy/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/endoscopy/post-egd-biopsy/,https://gwanggyo-barun.github.io/patient-education/output/handouts/post-egd-biopsy.pdf
P3,handouts,post-egd-clean,위내시경 후 주의사항 (조직검사 없음),handouts/endoscopy/post-egd-clean/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/endoscopy/post-egd-clean/,https://gwanggyo-barun.github.io/patient-education/output/handouts/post-egd-clean.pdf
P3,handouts,post-egd,위내시경 후 주의사항,handouts/endoscopy/post-egd/,200,200,1,1,1,2,0,0,0,disabled,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/endoscopy/post-egd/,https://gwanggyo-barun.github.io/patient-education/output/handouts/post-egd.pdf
P3,handouts,post-polypectomy,용종절제술 후 주의사항,handouts/endoscopy/post-polypectomy/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/endoscopy/post-polypectomy/,https://gwanggyo-barun.github.io/patient-education/output/handouts/post-polypectomy.pdf
P3,handouts,chronic-disease-intake,만성질환 초진 설문지,handouts/forms/chronic-disease-intake/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/forms/chronic-disease-intake/,https://gwanggyo-barun.github.io/patient-education/output/handouts/chronic-disease-intake.pdf
P3,handouts,diabetes-intake,당뇨병 초진 설문지,handouts/forms/diabetes-intake/,200,200,1,1,1,2,0,0,0,disabled,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/forms/diabetes-intake/,https://gwanggyo-barun.github.io/patient-education/output/handouts/diabetes-intake.pdf
P3,handouts,glp1-intake,💉 GLP-1 수용체 작용제(마운자로/위고비) 초진 문진표,handouts/forms/glp1-intake/,200,200,1,1,1,2,0,0,0,disabled,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/forms/glp1-intake/,https://gwanggyo-barun.github.io/patient-education/output/handouts/glp1-intake.pdf
P3,handouts,hypertension-intake,고혈압 초진 설문지,handouts/forms/hypertension-intake/,200,200,1,1,1,2,0,0,0,disabled,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/forms/hypertension-intake/,https://gwanggyo-barun.github.io/patient-education/output/handouts/hypertension-intake.pdf
P3,handouts,abdominal-pain-appendicitis-red-flags,복통 감별진단: 맹장염을 놓치지 않기,handouts/gi/abdominal-pain-appendicitis-red-flags/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/gi/abdominal-pain-appendicitis-red-flags/,https://gwanggyo-barun.github.io/patient-education/output/handouts/abdominal-pain-appendicitis-red-flags.pdf
P3,handouts,gallbladder-polyp-followup,담낭 폴립 추적 안내,handouts/gi/gallbladder-polyp-followup/,200,200,1,1,1,1,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/gi/gallbladder-polyp-followup/,https://gwanggyo-barun.github.io/patient-education/output/handouts/gallbladder-polyp-followup.pdf
P3,handouts,abdominal-ultrasound-prep,복부초음파 전 준비 안내,handouts/imaging/abdominal-ultrasound-prep/,200,200,1,1,1,3,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/imaging/abdominal-ultrasound-prep/,https://gwanggyo-barun.github.io/patient-education/output/handouts/abdominal-ultrasound-prep.pdf
P3,handouts,bone-density-prep,골밀도 검사 안내,handouts/imaging/bone-density-prep/,200,200,1,1,1,4,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/imaging/bone-density-prep/,https://gwanggyo-barun.github.io/patient-education/output/handouts/bone-density-prep.pdf
P3,handouts,bone-density-room-guide,골밀도 검사 진행 안내 (검사실 비치용),handouts/imaging/bone-density-room-guide/,200,200,1,1,1,3,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/imaging/bone-density-room-guide/,https://gwanggyo-barun.github.io/patient-education/output/handouts/bone-density-room-guide.pdf
P3,handouts,creatine-guide,크레아틴 복용 가이드 — 효과·부작용·복용 주의사항,handouts/lifestyle/creatine-guide/,200,200,2,2,2,4,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/lifestyle/creatine-guide/,https://gwanggyo-barun.github.io/patient-education/output/handouts/creatine-guide.pdf
P3,handouts,diabetes-diet,당뇨 환자를 위한 식이요법 가이드,handouts/lifestyle/diabetes-diet/,200,200,2,2,2,3,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/lifestyle/diabetes-diet/,https://gwanggyo-barun.github.io/patient-education/output/handouts/diabetes-diet.pdf
P3,handouts,dyslipidemia-diet-exercise,고지혈증 환자를 위한 식이·운동 가이드,handouts/lifestyle/dyslipidemia-diet-exercise/,200,200,2,2,2,3,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/lifestyle/dyslipidemia-diet-exercise/,https://gwanggyo-barun.github.io/patient-education/output/handouts/dyslipidemia-diet-exercise.pdf
P3,handouts,dyslipidemia-diet,고지혈증 식단,handouts/lifestyle/dyslipidemia-diet/,200,200,2,2,2,5,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/lifestyle/dyslipidemia-diet/,https://gwanggyo-barun.github.io/patient-education/output/handouts/dyslipidemia-diet.pdf
P3,handouts,hypertension-low-salt,고혈압 환자를 위한 저염식 가이드,handouts/lifestyle/hypertension-low-salt/,200,200,2,2,2,3,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/lifestyle/hypertension-low-salt/,https://gwanggyo-barun.github.io/patient-education/output/handouts/hypertension-low-salt.pdf
P3,handouts,ibs-fodmap-diet,과민성장증후군(IBS) 식사 가이드 — 저FODMAP 3단계,handouts/lifestyle/ibs-fodmap-diet/,200,200,2,2,2,6,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/lifestyle/ibs-fodmap-diet/,https://gwanggyo-barun.github.io/patient-education/output/handouts/ibs-fodmap-diet.pdf
P3,handouts,iron-deficiency-anemia-diet,빈혈 식사 교육,handouts/lifestyle/iron-deficiency-anemia-diet/,200,200,2,2,2,3,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/lifestyle/iron-deficiency-anemia-diet/,https://gwanggyo-barun.github.io/patient-education/output/handouts/iron-deficiency-anemia-diet.pdf
P3,handouts,hand-eczema-steroid-potency,손 습진 스테로이드 연고 효능 순서 — 역가별 선택·step-down,handouts/medication/hand-eczema-steroid-potency/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/medication/hand-eczema-steroid-potency/,https://gwanggyo-barun.github.io/patient-education/output/handouts/hand-eczema-steroid-potency.pdf
P3,handouts,htn-why-start,"💊 고혈압 약, 미루지 말아야 하는 이유 — 합병증 예방·감량 로드맵",handouts/medication/htn-why-start/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/medication/htn-why-start/,https://gwanggyo-barun.github.io/patient-education/output/handouts/htn-why-start.pdf
P3,handouts,insulin-start,💉 인슐린 주사 처음 시작하시는 분께 — 보관·소독·부위·회전·용량,handouts/medication/insulin-start/,200,200,1,1,1,4,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/medication/insulin-start/,https://gwanggyo-barun.github.io/patient-education/output/handouts/insulin-start.pdf
P3,handouts,iron-supplement,💊 철분제 복용 시 주의사항 (흡수 부스터·차단제·복약 가이드),handouts/medication/iron-supplement/,200,200,1,1,1,3,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/medication/iron-supplement/,https://gwanggyo-barun.github.io/patient-education/output/handouts/iron-supplement.pdf
P3,handouts,nasal-spray-allergic-rhinitis,"💧 알러지 비염 코 스프레이, 이렇게 사용하세요 — 자세·각도·흡입·매일",handouts/medication/nasal-spray-allergic-rhinitis/,200,200,1,1,1,5,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/medication/nasal-spray-allergic-rhinitis/,https://gwanggyo-barun.github.io/patient-education/output/handouts/nasal-spray-allergic-rhinitis.pdf
P3,handouts,sglt2-precautions,💊 SGLT2 억제제 신규 처방 주의사항 (포시가·자디앙·슈글렛),handouts/medication/sglt2-precautions/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/medication/sglt2-precautions/,https://gwanggyo-barun.github.io/patient-education/output/handouts/sglt2-precautions.pdf
P3,handouts,thyroid-hormone-taking,"💊 갑상선 호르몬제 복용법 — 씬지로이드, 씬지록신 공복 복용 안내",handouts/medication/thyroid-hormone-taking/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/medication/thyroid-hormone-taking/,https://gwanggyo-barun.github.io/patient-education/output/handouts/thyroid-hormone-taking.pdf
P3,handouts,joint-supplements,"관절 영양제, 도움이 될까요? — 골관절염 환자 안내",handouts/musculoskeletal/joint-supplements/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/musculoskeletal/joint-supplements/,https://gwanggyo-barun.github.io/patient-education/output/handouts/joint-supplements.pdf
P3,handouts,migraine,편두통 — 위장 증상에 가려진 진짜 원인 (A4 1장),handouts/neurology/migraine/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/neurology/migraine/,https://gwanggyo-barun.github.io/patient-education/output/handouts/migraine.pdf
P3,handouts,cold-return-visit,감기약 복용 중 다시 진료가 필요한 증상,handouts/respiratory/cold-return-visit/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/respiratory/cold-return-visit/,https://gwanggyo-barun.github.io/patient-education/output/handouts/cold-return-visit.pdf
P3,handouts,pulmonary-function-test-prep,폐기능 검사(PFT) 안내,handouts/respiratory/pulmonary-function-test-prep/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/respiratory/pulmonary-function-test-prep/,https://gwanggyo-barun.github.io/patient-education/output/handouts/pulmonary-function-test-prep.pdf
P3,handouts,egfr-proteinuria,신장기능 eGFR·단백뇨 결과 안내,handouts/results/egfr-proteinuria/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/results/egfr-proteinuria/,https://gwanggyo-barun.github.io/patient-education/output/handouts/egfr-proteinuria.pdf
P3,handouts,liver-enzyme-fatty-liver,간수치 상승·지방간 결과 안내,handouts/results/liver-enzyme-fatty-liver/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/results/liver-enzyme-fatty-liver/,https://gwanggyo-barun.github.io/patient-education/output/handouts/liver-enzyme-fatty-liver.pdf
P3,handouts,thyroid-function,갑상선 기능검사 결과 안내,handouts/results/thyroid-function/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/results/thyroid-function/,https://gwanggyo-barun.github.io/patient-education/output/handouts/thyroid-function.pdf
P3,handouts,blood-draw-aftercare,채혈 후 지혈 안내 (검사실 비치용),handouts/screening/blood-draw-aftercare/,200,200,1,1,1,3,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/screening/blood-draw-aftercare/,https://gwanggyo-barun.github.io/patient-education/output/handouts/blood-draw-aftercare.pdf
P3,handouts,blood-draw-prep,채혈 전 준비 안내,handouts/screening/blood-draw-prep/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/screening/blood-draw-prep/,https://gwanggyo-barun.github.io/patient-education/output/handouts/blood-draw-prep.pdf
P3,handouts,checkup-prep,건강검진 전 준비사항,handouts/screening/checkup-prep/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/screening/checkup-prep/,https://gwanggyo-barun.github.io/patient-education/output/handouts/checkup-prep.pdf
P3,handouts,cvd-retinal-screening,AI 망막 심혈관 위험 검사 안내,handouts/screening/cvd-retinal-screening/,200,200,2,2,2,8,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/screening/cvd-retinal-screening/,https://gwanggyo-barun.github.io/patient-education/output/handouts/cvd-retinal-screening.pdf
P3,handouts,fit-collection,FIT 대변검사 채취 방법,handouts/screening/fit-collection/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/screening/fit-collection/,https://gwanggyo-barun.github.io/patient-education/output/handouts/fit-collection.pdf
P3,handouts,fit-positive,대변잠혈검사(FIT) 양성 안내문,handouts/screening/fit-positive/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/screening/fit-positive/,https://gwanggyo-barun.github.io/patient-education/output/handouts/fit-positive.pdf
P3,handouts,urine-collection-restroom,소변 검체 받는 방법 (화장실 비치용),handouts/screening/urine-collection-restroom/,200,200,1,1,1,3,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/screening/urine-collection-restroom/,https://gwanggyo-barun.github.io/patient-education/output/handouts/urine-collection-restroom.pdf
P3,handouts,urine-collection,소변검사 채뇨 안내,handouts/screening/urine-collection/,200,200,1,1,1,2,0,0,0,ok,2026-06-14,clean,,https://gwanggyo-barun.github.io/patient-education/handouts/screening/urine-collection/,https://gwanggyo-barun.github.io/patient-education/output/handouts/urine-collection.pdf
P3,lab-reports,13f629bf11,[lab-report redacted],lab-reports/bone-metabolism/13f629bf11/,200,200,1,1,1,1,0,0,0,legacy-title,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/bone-metabolism/13f629bf11/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/13f629bf11.pdf
P3,lab-reports,53abb9a8c8,[lab-report redacted],lab-reports/bone-metabolism/53abb9a8c8/,200,200,1,1,1,1,0,0,0,legacy-title,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/bone-metabolism/53abb9a8c8/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/53abb9a8c8.pdf
P3,lab-reports,19f7fad6a4,[lab-report redacted],lab-reports/comprehensive-summary/19f7fad6a4/,200,200,1,1,1,1,0,0,0,ok,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/comprehensive-summary/19f7fad6a4/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/19f7fad6a4.pdf
P3,lab-reports,e33c38ae14,[lab-report redacted],lab-reports/comprehensive-summary/e33c38ae14/,200,200,1,1,1,1,0,0,0,legacy-title,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/comprehensive-summary/e33c38ae14/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/e33c38ae14.pdf
P3,lab-reports,ea087af656,[lab-report redacted],lab-reports/comprehensive-summary/ea087af656/,200,200,1,1,1,1,0,0,0,legacy-title,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/comprehensive-summary/ea087af656/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/ea087af656.pdf
P3,lab-reports,0883646ddd,[lab-report redacted],lab-reports/cv-screening/0883646ddd/,200,200,1,1,1,1,0,0,0,ok,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/cv-screening/0883646ddd/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/0883646ddd.pdf
P3,lab-reports,5e3ecd7635,[lab-report redacted],lab-reports/cv-screening/5e3ecd7635/,200,200,1,1,1,1,0,0,0,legacy-title,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/cv-screening/5e3ecd7635/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/5e3ecd7635.pdf
P3,lab-reports,6560324c10,[lab-report redacted],lab-reports/cv-screening/6560324c10/,200,200,1,1,1,1,0,0,0,legacy-title,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/cv-screening/6560324c10/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/6560324c10.pdf
P3,lab-reports,8a614fd8f2,[lab-report redacted],lab-reports/cv-screening/8a614fd8f2/,200,200,1,1,1,1,0,0,0,ok,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/cv-screening/8a614fd8f2/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/8a614fd8f2.pdf
P3,lab-reports,f7aa074e4d,[lab-report redacted],lab-reports/cv-screening/f7aa074e4d/,200,200,1,1,1,1,0,0,0,legacy-title,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/cv-screening/f7aa074e4d/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/f7aa074e4d.pdf
P3,lab-reports,be7a11579c,[lab-report redacted],lab-reports/diabetes-followup/be7a11579c/,200,200,1,1,1,1,0,0,0,ok,2026-05-27,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/diabetes-followup/be7a11579c/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/be7a11579c.pdf
P3,lab-reports,498a0b31ff,[lab-report redacted],lab-reports/diabetes-screening/498a0b31ff/,200,200,1,1,1,1,0,0,0,legacy-title,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/diabetes-screening/498a0b31ff/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/498a0b31ff.pdf
P3,lab-reports,771ba246e9,[lab-report redacted],lab-reports/diabetes-screening/771ba246e9/,200,200,1,1,1,1,0,0,0,legacy-title,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/diabetes-screening/771ba246e9/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/771ba246e9.pdf
P3,lab-reports,842acd69b8,[lab-report redacted],lab-reports/diabetes-screening/842acd69b8/,200,200,1,1,1,1,0,0,0,ok,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/diabetes-screening/842acd69b8/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/842acd69b8.pdf
P3,lab-reports,a8c908bd6d,[lab-report redacted],lab-reports/diabetes-screening/a8c908bd6d/,200,200,1,1,1,1,0,0,0,legacy-title,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/diabetes-screening/a8c908bd6d/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/a8c908bd6d.pdf
P3,lab-reports,58c4c71b86,[lab-report redacted],lab-reports/general-checkup/58c4c71b86/,200,200,1,1,1,1,0,0,0,ok,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/general-checkup/58c4c71b86/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/58c4c71b86.pdf
P3,lab-reports,969f64d2bc,[lab-report redacted],lab-reports/general-checkup/969f64d2bc/,200,200,1,1,1,1,0,0,0,ok,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/general-checkup/969f64d2bc/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/969f64d2bc.pdf
P3,lab-reports,b461390696,[lab-report redacted],lab-reports/general-checkup/b461390696/,200,200,1,1,1,1,0,0,0,ok,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/general-checkup/b461390696/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/b461390696.pdf
P3,lab-reports,d160ae37cb,[lab-report redacted],lab-reports/general-checkup/d160ae37cb/,200,200,1,1,1,1,0,0,0,ok,2026-05-18,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/general-checkup/d160ae37cb/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/d160ae37cb.pdf
P3,lab-reports,0d8f6f8adf,[lab-report redacted],lab-reports/health-checkup/0d8f6f8adf/,200,200,2,2,2,2,0,0,0,ok,2026-05-23,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/health-checkup/0d8f6f8adf/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/0d8f6f8adf.pdf
P3,lab-reports,19b619182b,[lab-report redacted],lab-reports/health-checkup/19b619182b/,200,200,1,1,1,1,0,0,0,ok,2026-05-23,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/health-checkup/19b619182b/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/19b619182b.pdf
P3,lab-reports,ca40e9a838,[lab-report redacted],lab-reports/igra-followup/ca40e9a838/,200,200,1,1,1,2,0,0,0,ok,2026-05-27,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/igra-followup/ca40e9a838/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/ca40e9a838.pdf
P3,lab-reports,lipid-panel,[lab-report redacted],lab-reports/lipid-panel/sample/,200,200,1,1,1,1,0,0,0,sample,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/lipid-panel/sample/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/lipid-panel.pdf
P3,lab-reports,5d03e28e70,[lab-report redacted],lab-reports/urinalysis/5d03e28e70/,200,200,1,1,1,1,0,0,0,legacy-title,2026-05-13,clean,,https://gwanggyo-barun.github.io/patient-education/lab-reports/urinalysis/5d03e28e70/,https://gwanggyo-barun.github.io/patient-education/output/lab-reports/5d03e28e70.pdf
